num_people_hourly,datetime_hr,hour,timeofday,daydate,dayoftheweek,month,is_weekend,Is_1wk_sem,Is_2wk_sem,Is_lastwk_sem,Is_2ndlastwk_sem,is_start_of_semester,is_end_of_semester,is_during_semester,is_school_closed,NewYearsDay,MLKingsBirthday,PresidentsDay,MemorialDay,IndependenceDay,LaborDay,VeteransDay,USThanksgivingDay,ChristmasDay,is_Holiday,Semester_week_num,semester,temperature,season,temp_feels,capacity
0,2015-09-06 6:00,6,Dawn,2015-09-06,Sunday,Sep,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.98888889,Fall,Comfortable,Nearly_Empty
0,2015-09-13 1:00,1,ZombieHour,2015-09-13,Sunday,Sep,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.66666667,Fall,Comfortable,Nearly_Empty
0,2015-09-13 6:00,6,Dawn,2015-09-13,Sunday,Sep,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.11111111,Fall,Comfortable,Nearly_Empty
0,2015-09-20 0:00,0,Midnight,2015-09-20,Sunday,Sep,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,19.67777778,Fall,Comfortable,Nearly_Empty
0,2015-09-20 1:00,1,ZombieHour,2015-09-20,Sunday,Sep,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,19.61111111,Fall,Comfortable,Nearly_Empty
0,2015-09-20 5:00,5,Dawn,2015-09-20,Sunday,Sep,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,18.42222222,Fall,Comfortable,Nearly_Empty
0,2015-09-26 1:00,1,ZombieHour,2015-09-26,Saturday,Sep,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.97222222,Fall,Comfortable,Nearly_Empty
0,2015-09-27 1:00,1,ZombieHour,2015-09-27,Sunday,Sep,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16,Fall,Comfortable,Nearly_Empty
0,2015-09-27 5:00,5,Dawn,2015-09-27,Sunday,Sep,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,15.55555556,Fall,Comfortable,Nearly_Empty
0,2015-09-27 6:00,6,Dawn,2015-09-27,Sunday,Sep,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,15.55555556,Fall,Comfortable,Nearly_Empty
0,2015-10-04 1:00,1,ZombieHour,2015-10-04,Sunday,Oct,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,15.02222222,Fall,Comfortable,Nearly_Empty
0,2015-10-04 5:00,5,Dawn,2015-10-04,Sunday,Oct,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,14.42777778,Fall,Cold,Nearly_Empty
0,2015-10-04 6:00,6,Dawn,2015-10-04,Sunday,Oct,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,14.31666667,Fall,Cold,Nearly_Empty
0,2015-10-11 0:00,0,Midnight,2015-10-11,Sunday,Oct,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,17.91111111,Fall,Comfortable,Nearly_Empty
0,2015-10-11 5:00,5,Dawn,2015-10-11,Sunday,Oct,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,17.09444444,Fall,Comfortable,Nearly_Empty
0,2015-10-11 6:00,6,Dawn,2015-10-11,Sunday,Oct,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.82222222,Fall,Comfortable,Nearly_Empty
0,2015-10-18 0:00,0,Midnight,2015-10-18,Sunday,Oct,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,17.34444444,Fall,Comfortable,Nearly_Empty
0,2015-10-18 1:00,1,ZombieHour,2015-10-18,Sunday,Oct,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.93888889,Fall,Comfortable,Nearly_Empty
0,2015-10-18 5:00,5,Dawn,2015-10-18,Sunday,Oct,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.8,Fall,Comfortable,Nearly_Empty
0,2015-10-18 6:00,6,Dawn,2015-10-18,Sunday,Oct,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.93888889,Fall,Comfortable,Nearly_Empty
0,2015-10-24 1:00,1,ZombieHour,2015-10-24,Saturday,Oct,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,14.97777778,Fall,Cold,Nearly_Empty
0,2015-10-25 1:00,1,ZombieHour,2015-10-25,Sunday,Oct,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,15.55555556,Fall,Comfortable,Nearly_Empty
0,2015-11-01 1:00,1,ZombieHour,2015-11-01,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.53888889,Fall,Comfortable,Nearly_Empty
0,2015-11-01 5:00,5,Dawn,2015-11-01,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.26666667,Fall,Comfortable,Nearly_Empty
0,2015-11-01 6:00,6,Dawn,2015-11-01,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.28333333,Fall,Comfortable,Nearly_Empty
0,2015-11-07 1:00,1,ZombieHour,2015-11-07,Saturday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.41111111,Fall,Comfortable,Nearly_Empty
0,2015-11-07 5:00,5,Dawn,2015-11-07,Saturday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.41111111,Fall,Comfortable,Nearly_Empty
0,2015-11-07 6:00,6,Dawn,2015-11-07,Saturday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,16.41111111,Fall,Comfortable,Nearly_Empty
0,2015-11-08 1:00,1,ZombieHour,2015-11-08,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,13.53888889,Fall,Cold,Nearly_Empty
0,2015-11-08 5:00,5,Dawn,2015-11-08,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,12.08333333,Fall,Cold,Nearly_Empty
0,2015-11-08 6:00,6,Dawn,2015-11-08,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,11.86666667,Fall,Cold,Nearly_Empty
0,2015-11-14 1:00,1,ZombieHour,2015-11-14,Saturday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,12.04444444,Fall,Cold,Nearly_Empty
0,2015-11-15 1:00,1,ZombieHour,2015-11-15,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,13.62222222,Fall,Cold,Nearly_Empty
0,2015-11-15 5:00,5,Dawn,2015-11-15,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,12.51666667,Fall,Cold,Nearly_Empty
0,2015-11-22 1:00,1,ZombieHour,2015-11-22,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,13.03888889,Fall,Cold,Nearly_Empty
0,2015-11-22 5:00,5,Dawn,2015-11-22,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,11.95,Fall,Cold,Nearly_Empty
0,2015-11-22 6:00,6,Dawn,2015-11-22,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,11.69444444,Fall,Cold,Nearly_Empty
0,2015-11-26 1:00,1,ZombieHour,2015-11-26,Thursday,Nov,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,During_Semester,During_semester,7.655555556,Fall,Cold,Nearly_Empty
0,2015-11-26 5:00,5,Dawn,2015-11-26,Thursday,Nov,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,During_Semester,During_semester,7.316666667,Fall,Cold,Nearly_Empty
0,2015-11-26 6:00,6,Dawn,2015-11-26,Thursday,Nov,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,During_Semester,During_semester,6.744444444,Fall,Cold,Nearly_Empty
0,2015-11-26 23:00,23,Midnight,2015-11-26,Thursday,Nov,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,During_Semester,During_semester,8.25,Fall,Cold,Nearly_Empty
0,2015-11-27 0:00,0,Midnight,2015-11-27,Friday,Nov,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,9.727777778,Fall,Cold,Nearly_Empty
0,2015-11-27 20:00,20,Evening,2015-11-27,Friday,Nov,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,10.52777778,Fall,Cold,Nearly_Empty
0,2015-11-27 21:00,21,LateEvening,2015-11-27,Friday,Nov,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,10.12777778,Fall,Cold,Nearly_Empty
0,2015-11-27 23:00,23,Midnight,2015-11-27,Friday,Nov,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,9.444444444,Fall,Cold,Nearly_Empty
0,2015-11-28 1:00,1,ZombieHour,2015-11-28,Saturday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,8.922222222,Fall,Cold,Nearly_Empty
0,2015-11-28 5:00,5,Dawn,2015-11-28,Saturday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,8.505555556,Fall,Cold,Nearly_Empty
0,2015-11-29 0:00,0,Midnight,2015-11-29,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,7.972222222,Fall,Cold,Nearly_Empty
0,2015-11-29 1:00,1,ZombieHour,2015-11-29,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,7.772222222,Fall,Cold,Nearly_Empty
0,2015-11-29 5:00,5,Dawn,2015-11-29,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,8.022222222,Fall,Cold,Nearly_Empty
0,2015-11-29 6:00,6,Dawn,2015-11-29,Sunday,Nov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,During_Semester,During_semester,8.205555556,Fall,Cold,Nearly_Empty
0,2015-12-05 1:00,1,ZombieHour,2015-12-05,Saturday,Dec,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2nd_LastWeek,During_semester,12.22222222,Winter,Cold,Nearly_Empty
0,2015-12-06 0:00,0,Midnight,2015-12-06,Sunday,Dec,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2nd_LastWeek,During_semester,12.22222222,Winter,Cold,Nearly_Empty
0,2015-12-06 1:00,1,ZombieHour,2015-12-06,Sunday,Dec,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2nd_LastWeek,During_semester,12.22222222,Winter,Cold,Nearly_Empty
0,2015-12-13 5:00,5,Dawn,2015-12-13,Sunday,Dec,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Last_Week,During_semester,11.51111111,Winter,Cold,Nearly_Empty
0,2015-12-14 1:00,1,ZombieHour,2015-12-14,Monday,Dec,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Last_Week,During_semester,9.044444444,Winter,Cold,Nearly_Empty
0,2015-12-15 1:00,1,ZombieHour,2015-12-15,Tuesday,Dec,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Last_Week,During_semester,8.116666667,Winter,Cold,Nearly_Empty
0,2015-12-16 1:00,1,ZombieHour,2015-12-16,Wednesday,Dec,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Last_Week,During_semester,8.066666667,Winter,Cold,Nearly_Empty
0,2015-12-19 0:00,0,Midnight,2015-12-19,Saturday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,10.92777778,Winter,Cold,Nearly_Empty
0,2015-12-19 1:00,1,ZombieHour,2015-12-19,Saturday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,10.82777778,Winter,Cold,Nearly_Empty
0,2015-12-19 5:00,5,Dawn,2015-12-19,Saturday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,10.31111111,Winter,Cold,Nearly_Empty
0,2015-12-20 0:00,0,Midnight,2015-12-20,Sunday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,9.188888889,Winter,Cold,Nearly_Empty
0,2015-12-20 1:00,1,ZombieHour,2015-12-20,Sunday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,8.555555556,Winter,Cold,Nearly_Empty
0,2015-12-20 23:00,23,Midnight,2015-12-20,Sunday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,9.594444444,Winter,Cold,Nearly_Empty
0,2015-12-21 0:00,0,Midnight,2015-12-21,Monday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,10.42777778,Winter,Cold,Nearly_Empty
0,2015-12-21 1:00,1,ZombieHour,2015-12-21,Monday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,10.58333333,Winter,Cold,Nearly_Empty
0,2015-12-21 5:00,5,Dawn,2015-12-21,Monday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,10.82777778,Winter,Cold,Nearly_Empty
0,2015-12-21 21:00,21,LateEvening,2015-12-21,Monday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,10.92777778,Winter,Cold,Nearly_Empty
0,2015-12-21 22:00,22,LateEvening,2015-12-21,Monday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,10.82777778,Winter,Cold,Nearly_Empty
0,2015-12-21 23:00,23,Midnight,2015-12-21,Monday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,10.42777778,Winter,Cold,Nearly_Empty
0,2015-12-22 0:00,0,Midnight,2015-12-22,Tuesday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,14.6,Winter,Cold,Nearly_Empty
0,2015-12-22 1:00,1,ZombieHour,2015-12-22,Tuesday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,14.71666667,Winter,Cold,Nearly_Empty
0,2015-12-22 23:00,23,Midnight,2015-12-22,Tuesday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,14.6,Winter,Cold,Nearly_Empty
0,2015-12-23 0:00,0,Midnight,2015-12-23,Wednesday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,11.39444444,Winter,Cold,Nearly_Empty
0,2015-12-23 1:00,1,ZombieHour,2015-12-23,Wednesday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,11.22222222,Winter,Cold,Nearly_Empty
0,2015-12-23 21:00,21,LateEvening,2015-12-23,Wednesday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,12.62777778,Winter,Cold,Nearly_Empty
0,2015-12-23 22:00,22,LateEvening,2015-12-23,Wednesday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,12.06666667,Winter,Cold,Nearly_Empty
0,2015-12-23 23:00,23,Midnight,2015-12-23,Wednesday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,11.66666667,Winter,Cold,Nearly_Empty
0,2015-12-24 0:00,0,Midnight,2015-12-24,Thursday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,9.933333333,Winter,Cold,Nearly_Empty
0,2015-12-24 1:00,1,ZombieHour,2015-12-24,Thursday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,10.01111111,Winter,Cold,Nearly_Empty
0,2015-12-24 21:00,21,LateEvening,2015-12-24,Thursday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,10.68888889,Winter,Cold,Nearly_Empty
0,2015-12-24 23:00,23,Midnight,2015-12-24,Thursday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,9.961111111,Winter,Cold,Nearly_Empty
0,2015-12-25 0:00,0,Midnight,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,7.777777778,Winter,Cold,Nearly_Empty
0,2015-12-25 1:00,1,ZombieHour,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,7.927777778,Winter,Cold,Nearly_Empty
0,2015-12-25 5:00,5,Dawn,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,6.811111111,Winter,Cold,Nearly_Empty
0,2015-12-25 6:00,6,Dawn,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,6.888888889,Winter,Cold,Nearly_Empty
0,2015-12-25 7:00,7,EarlyMorning,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,6.005555556,Winter,Cold,Nearly_Empty
0,2015-12-25 8:00,8,EarlyMorning,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,7.188888889,Winter,Cold,Nearly_Empty
0,2015-12-25 9:00,9,Morning,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,8.222222222,Winter,Cold,Nearly_Empty
0,2015-12-25 10:00,10,Morning,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,8.583333333,Winter,Cold,Nearly_Empty
0,2015-12-25 11:00,11,Noon,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,9.122222222,Winter,Cold,Nearly_Empty
0,2015-12-25 14:00,14,EarlyAfternoon,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,10.78888889,Winter,Cold,Nearly_Empty
0,2015-12-25 15:00,15,Afternoon,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,10.96111111,Winter,Cold,Nearly_Empty
0,2015-12-25 16:00,16,Afternoon,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,9.444444444,Winter,Cold,Nearly_Empty
0,2015-12-25 21:00,21,LateEvening,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,8.483333333,Winter,Cold,Nearly_Empty
0,2015-12-25 22:00,22,LateEvening,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,7.927777778,Winter,Cold,Nearly_Empty
0,2015-12-25 23:00,23,Midnight,2015-12-25,Friday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NULL,School_closed,7.927777778,Winter,Cold,Nearly_Empty
0,2015-12-26 0:00,0,Midnight,2015-12-26,Saturday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,7.366666667,Winter,Cold,Nearly_Empty
0,2015-12-26 1:00,1,ZombieHour,2015-12-26,Saturday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,7.1,Winter,Cold,Nearly_Empty
0,2015-12-26 9:00,9,Morning,2015-12-26,Saturday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,8.627777778,Winter,Cold,Nearly_Empty
0,2015-12-26 17:00,17,EarlyEvening,2015-12-26,Saturday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,9.444444444,Winter,Cold,Nearly_Empty
0,2015-12-26 22:00,22,LateEvening,2015-12-26,Saturday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,7.944444444,Winter,Cold,Nearly_Empty
0,2015-12-26 23:00,23,Midnight,2015-12-26,Saturday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,7.5,Winter,Cold,Nearly_Empty
0,2015-12-27 0:00,0,Midnight,2015-12-27,Sunday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,6.938888889,Winter,Cold,Nearly_Empty
0,2015-12-27 1:00,1,ZombieHour,2015-12-27,Sunday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,5.772222222,Winter,Cold,Nearly_Empty
0,2015-12-27 6:00,6,Dawn,2015-12-27,Sunday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,3.411111111,Winter,Cold,Nearly_Empty
0,2015-12-27 9:00,9,Morning,2015-12-27,Sunday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,6,Winter,Cold,Nearly_Empty
0,2015-12-27 20:00,20,Evening,2015-12-27,Sunday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,8.611111111,Winter,Cold,Nearly_Empty
0,2015-12-27 22:00,22,LateEvening,2015-12-27,Sunday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,7.144444444,Winter,Cold,Nearly_Empty
0,2015-12-27 23:00,23,Midnight,2015-12-27,Sunday,Dec,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,6.244444444,Winter,Cold,Nearly_Empty
0,2015-12-28 1:00,1,ZombieHour,2015-12-28,Monday,Dec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,School_closed,5.677777778,Winter,Cold,Nearly_Empty
