Id,Prediction
291,3800078.202
292,3824483.089
293,3700340.804
294,3268346.171
295,3829796.494
296,3258092.455
297,3734794.117
298,3679253.848
299,3951474.521
300,3901336.563
301,4078254.044
302,4551269.82
303,3928877.683
304,3868988.194
305,4260527.053
306,3900474.542
307,4080525.716
308,3230750.272
309,3545702.273
310,4099168.877
311,3114330.741
312,3545702.273
313,4322664.083
314,3270382.441
315,4072713.387
316,3337673.084
317,3733312.847
318,3756649.459
319,4602175.651
320,4379355.786
321,3900474.542
322,3794430.345
323,4660679.089
324,4367824.267
325,3827102.081
326,4775041.28
327,5043029.711
328,3270382.441
329,4327218.471
330,3969157.311
331,4501867.413
332,4001450.516
333,4211732.123
334,3908313.129
335,4291083.915
336,3014562.731
337,3805355.295
338,4099168.877
339,3800078.202
340,3695920.135
341,3713436.589
342,3594947.462
343,4012215.538
344,3724291.803
345,3270382.441
346,4099168.877
347,4381489.295
348,3432965.86
349,4020175.301
350,4016223.384
351,4534931.465
352,4974051.937
353,4750471.127
354,3306238.613
355,4716491.628
356,4450123.78
357,4545894.783
358,3572163.006
359,3884853.839
360,4578371.826
361,3681451.145
362,3620912.358
363,4255019.728
364,5227570.314
365,4099168.877
366,3049642.879
367,3645629.586
368,2958810.902
369,3681451.145
370,3991480.109
371,4418652.176
372,3724291.803
373,4375820.274
374,4001450.516
375,4218512.068
376,3546581.068
377,4210321.846
378,4343558.353
379,3824483.089
380,3357401.385
381,3270382.441
382,3620912.358
383,4028563.643
384,3596687.585
385,4358012.768
386,4350099.426
387,4214527.583
388,4280715.094
389,5322757.763
390,3836334.074
391,4166047.725
392,3900474.542
393,3610321.359
394,4025891.532
395,4159406.317
396,4564889.018
397,4206074.088
398,3545702.273
399,4062959.751
400,3049642.879
401,3393476.335
402,3111188.166
403,4207808.889
404,3270382.441
405,3545702.273
406,4280715.094
407,3733312.847
408,3014562.731
409,3270382.441
410,3610109.483
411,4078254.044
412,3329898.017
413,4798174.176
414,4714470.052
415,4746840.388
416,4531923.485
417,3681451.145
418,3545702.273
419,3880977.089
420,4101982.695
421,4337121.046
422,3926376.112
423,3337673.084
424,3713436.589
425,3987863.339
426,3638173.226
427,3652119.946
428,4879715.862
429,3914130.496
430,3150571.879
431,3308439.536
432,3381991.831
433,4814002.481
434,3756649.459
435,4206074.088
436,4261445.38
437,3230750.272
438,3184661.654
439,4780507.662
440,4303924.534
441,3756649.459
442,3268346.171
443,4492211.723
444,4137724.385
445,4120097.2
446,4076808.71
447,4033587.287
448,3551461.376
449,5602234.462
450,4448337.696
451,3268346.171
452,4156951.914
453,4667446.049
454,3457281.534
455,3370746.449
456,3522496.678
457,3108918.952
458,3896113.575
459,3014562.731
460,4000245.224
461,4207808.889
462,3884853.839
463,3679253.848
464,4230392.426
465,3735761.666
466,4470726.473
467,3084999.727
468,3049642.879
469,4181680.786
470,3666707.591
471,4579884.14
472,3049642.879
473,3545702.273
474,3147392.734
475,3270382.441
476,3014562.731
477,3936988.625
478,3209899.44
479,4190300.443
480,4104474.482
481,5639681.828
482,3900474.542
483,3689470.564
484,4494474.916
485,3545702.273
486,4379355.786
487,4892383.487
488,5117458.767
489,3504915.937
490,4095886.134
491,3230750.272
492,4206074.088
493,4408107.614
494,4214527.583
495,3821420.322
496,3869398.32
497,3794952.65
498,3368536.9
499,3410809.956
500,4051130.44
501,3504915.937
502,3610109.483
503,4531923.485
504,3928877.683
505,3624529.326
506,4447029.673
507,4339126.174
508,3824483.089
509,4443468.352
510,3652196.095
511,4213225.291
512,3014562.731
513,4013424.437
514,3268346.171
515,3504915.937
516,3230750.272
517,3818050.605
518,3620912.358
519,4210743.398
520,4075443.612
521,4099168.877
522,4029913.038
523,4395875.337
524,3376513.233
525,4166047.725
526,3543677.421
527,4265387.38
528,4075443.612
529,3624529.326
530,3230750.272
531,3756649.459
532,3664313.626
533,3624529.326
534,3583106.823
535,3666707.591
536,3610109.483
537,2961015.14
538,3610109.483
539,5000020.408
540,3455407.41
541,3827102.081
542,4079296.605
543,3915100.605
544,3545702.273
545,4033587.287
546,3504915.937
547,3991377.134
548,3912487.003
549,3847548.545
550,3620912.358
551,3914130.496
552,4381489.295
553,4194402.174
554,3331940.169
555,4641210.348
556,3014562.731
557,4422715.54
558,3725171.582
559,3107839.954
560,3545702.273
561,4573650.971
562,3293546.538
563,4002605.695
564,3945863.952
565,4974051.937
566,3230750.272
567,3505271.067
568,3824483.089
569,3394856.465
570,4735655.315
571,4565042.591
572,3376513.233
573,3973931.085
574,3724291.803
575,3268430.493
576,5667427.072
577,3973931.085
578,3598785.942
579,5332685.944
580,3925843.121
581,4222197.822
582,3783078.793
583,3756649.459
584,3466971.312
585,3705328.973
586,3504915.937
587,3681451.145
588,3788058.563
589,3972608.922
590,3638541.859
591,4033587.287
592,3049642.879
593,3378616.894
594,3624529.326
595,3268346.171
596,4766068.672
597,4237785.662
598,3434362.05
599,4013454.976
600,4287053.373
601,4164760.414
602,3681479.135
603,3230750.272
604,3545702.273
605,3270382.441
606,3394722.741
607,3268346.171
608,3587055.778
609,3756649.459
610,4230392.426
611,3230750.272
612,3545702.273
613,3868988.194
614,3836334.074
615,3429838.725
616,3851391.903
617,4153224.411
618,4569145.183
619,4263383.183
620,3504915.937
621,4790763.635
622,4422449.575
623,3756649.459
624,3641991.561
625,4872212.021
626,4339965.926
627,4521040.105
628,3502824.006
629,3756649.459
630,4750993.608
631,4567529.46
632,4506007.301
633,3756649.459
634,3014562.731
635,4006879.449
636,3884853.839
637,3504915.937
638,3905522.975
639,5664128.105
640,3608579.041
641,3640664.634
642,4513489.088
643,4192802.944
644,4126766.949
645,3143025.075
646,4234832.307
647,3504915.937
648,3583810.902
649,3768532.246
650,3230750.272
651,3827397.383
652,4207808.889
653,3869398.32
654,4186118.884
655,4794744.379
656,3114330.741
657,4214527.583
658,4290651.634
659,3230750.272
660,4885475.266
661,4893047.7
662,4387591.665
663,4031341.746
664,3504915.937
665,3955421.692
666,4025891.532
667,3570923.035
668,3624896.577
669,3692789.07
670,4344502.659
671,4573650.971
672,4052015.995
673,3844299.31
674,4215572.144
675,3421347.713
676,4135345.49
677,3504915.937
678,3534578.414
679,4555455.138
680,3230750.272
681,4780507.662
682,3504915.937
683,4738901.972
684,3884853.839
685,4833881.019
686,4016223.384
687,3071305.218
688,4053507.082
689,3370843.662
690,4178928.646
691,3840166.23
692,3847548.545
693,3381991.831
694,3545793.751
695,3896508.505
696,3504915.937
697,3803621.28
698,3757199.843
699,4015924.912
700,4287100.326
701,3502824.006
702,4586649.818
703,4031233.966
704,4079296.605
705,3713436.589
706,4228839.195
707,4400721.074
708,4080525.716
709,3681451.145
710,3865922.92
711,5183604.062
712,3612477.489
713,3393476.335
714,4218512.068
715,3393476.335
716,3341007.121
717,4099168.877
718,3147392.734
719,3381181.836
720,4341654.806
721,4604035.626
722,4073162.727
723,3421347.713
724,3545702.273
725,3991377.134
726,3724291.803
727,4190300.443
728,3640664.634
729,4001450.516
730,3504915.937
731,3111188.166
732,4677423.801
733,5667427.072
734,4897586.891
735,3955002.449
736,3985108.694
737,3545702.273
738,3663048.532
739,3760952.951
740,4361314.95
741,4016223.384
742,4891842.688
743,3991377.134
744,4375882.745
745,4633373.509
746,2995107.145
747,5079559.629
748,4290668.44
749,3884853.839
750,4076808.71
751,3337673.084
752,4228948.297
753,3220614.504
754,3230750.272
755,3270382.441
756,3504915.937
757,4790827.706
758,3945863.952
759,4213225.291
760,3868988.194
761,3368536.9
762,3916551.695
763,3393476.335
764,4231440.92
765,4766068.672
766,4080112.305
767,4029562.114
768,3308439.536
769,3916549.725
770,3635662.852
771,3729587.322
772,3268346.171
773,4190300.443
774,3504915.937
775,4052015.995
776,3570923.035
777,3545702.273
778,3768117.809
779,3610109.483
780,3884853.839
781,3991377.134
782,4713356.659
783,3884853.839
784,4439158.388
785,3291340.122
786,4696342.763
787,3836334.074
788,3702683.4
789,3884853.839
790,3341007.121
791,4339965.926
792,3114330.741
793,3129176.738
794,3504915.937
795,4255019.728
796,3230750.272
797,3268346.171
798,3566343.64
799,4002869.134
800,4156672.252
801,4698591.267
802,3436664.344
803,3724291.803
804,3493920.035
805,3331972.636
806,4244505.733
807,3951474.521
808,3800921.981
809,3014562.731
810,3713436.589
811,3393476.335
812,3899477.684
813,3545702.273
814,3421347.713
815,4076040.703
816,4206074.088
817,3620912.358
818,3955002.449
819,3681451.145
820,4014712.035
821,4231473.88
822,3663048.532
823,3729587.322
824,3167437.486
825,3649940.155
826,4197424.827
827,3270382.441
828,3707902.499
829,3681451.145
830,3807652.877
831,4795169.191
832,4877787.22
833,3783078.793
834,3733329.612
835,3341007.121
836,3230750.272
837,3724291.803
838,3765868.784
839,3337673.084
840,3750782.881
841,3681451.145
842,4276815.733
843,3794952.65
844,4375882.745
845,6181304.529
846,4818118.916
847,3204564.704
848,3230750.272
849,3827102.081
850,4025864.823
851,3652119.946
852,4573245.784
853,3635662.852
854,3147392.734
855,3504915.937
856,5872328.879
857,3855396.242
858,3598785.942
859,3713436.589
860,4670665.511
861,3945863.952
862,4099168.877
863,3376513.233
864,4367533.917
865,5138802.503
866,3270382.441
867,3504915.937
868,3624529.326
869,4375145.049
870,3679158.927
871,3985108.694
872,3495930.015
873,3308439.536
874,4607128.75
875,3663048.532
876,4267602.447
877,4078254.044
878,3624529.326
879,4031341.746
880,3014562.731
881,3270382.441
882,3847883.618
883,3550123.786
884,3545702.273
885,4467985.493
886,3616982.271
887,3349382.444
888,4197424.827
889,4057215.437
890,4931084.561
891,3329898.017
892,3756649.459
893,4320537.138
894,3756649.459
895,3612477.489
896,3966984.283
897,3610109.483
898,3783370.698
899,4750993.608
900,3379886.068
901,4811513.951
902,3505271.067
903,4153224.411
904,3612477.489
905,4128326.475
906,3451578.923
907,3663048.532
908,4033587.287
909,3150571.879
910,3869398.32
911,4374530.594
912,3545702.273
913,4089746.762
914,3802732.924
915,4354008.849
916,3393476.335
917,4210321.846
918,4641210.348
919,3632485.374
920,3545702.273
921,3620912.358
922,4490110.465
923,4241296.119
924,4886660.487
925,3880977.089
926,4099168.877
927,4641210.348
928,4415721.323
929,3566343.64
930,3803290.061
931,3868988.194
932,4159406.317
933,4795169.191
934,3681451.145
935,4073011.158
936,3807089.208
937,3702683.4
938,4211518.062
939,3880977.089
940,4267602.447
941,3865889.787
942,4102917.115
943,3880977.089
944,4759409.474
945,3014562.731
946,4126766.949
947,4123473.158
948,4258919.145
949,3049642.879
950,4653536.355
951,3681451.145
952,3705770.646
953,3681451.145
954,3939949.451
955,4057260.569
956,4606183.584
957,4701162.42
958,5272836.428
959,3504915.937
960,3530169.841
961,3997822.247
962,4207808.889
963,4267602.447
964,4569086.861
965,3681451.145
966,4076213.485
967,4232891.241
968,3268346.171
969,3049642.879
970,3114330.741
971,3014562.731
972,2814482.557
973,3724291.803
974,4234391.91
975,3504915.937
976,3758579.844
977,4149473.503
978,3908582.677
979,4013424.437
980,3421347.713
981,3337673.084
982,3620912.358
983,3919970.15
984,5068555.198
985,4483644.398
986,3783078.793
987,4794048.074
988,3785614.856
989,3681451.145
990,5605909.176
991,3049642.879
992,4538647.832
993,3844043.762
994,4981101.164
995,3493920.035
996,3571284.854
997,4309473.92
998,4102823.378
999,3982191.917
1000,3546889.931
1001,4275173.499
1002,3681451.145
1003,3783078.793
1004,4534931.465
1005,3619127.733
1006,4890615.176
1007,4456600.987
1008,3293546.538
1009,3912487.003
1010,3681451.145
1011,4501867.413
1012,2958810.902
1013,3884853.839
1014,3919175.263
1015,4052015.995
1016,3827397.383
1017,5019420.617
1018,3343002.414
1019,4659785.256
1020,4358729.511
1021,3663048.532
1022,3707029.374
1023,4447029.673
1024,3624529.326
1025,3545702.273
1026,4604032.307
1027,4028563.643
1028,3756649.459
1029,3625427.658
1030,4076453.702
1031,3393476.335
1032,3525319.865
1033,4073011.158
1034,4837943.321
1035,3681451.145
1036,4317977.441
1037,3029960.89
1038,3623804.707
1039,3713436.589
1040,3545702.273
1041,3880977.089
1042,3376513.233
1043,3487985.778
1044,3928877.683
1045,3736428.873
1046,3713436.589
1047,4358125.202
1048,3800078.202
1049,4057260.569
1050,4272940.328
1051,3836334.074
1052,3230750.272
1053,3230750.272
1054,4075443.612
1055,3014562.731
1056,4569086.861
1057,4126766.949
1058,3308439.536
1059,4573650.971
1060,3806116.217
1061,3394856.465
1062,4168089.906
1063,3945863.952
1064,4016223.384
1065,3639327.927
1066,5444716.72
1067,4276513.27
1068,3884853.839
1069,3598785.942
1070,4156120.853
1071,3821420.322
1072,4794048.074
1073,4795667.056
1074,3939949.451
1075,5414568.659
1076,3504915.937
1077,3504915.937
1078,3268346.171
1079,4622795.151
1080,3877843.924
1081,3807089.208
1082,3896508.505
1083,4029562.114
1084,3143025.075
1085,3341007.121
1086,4685016.611
1087,3379886.068
1088,3440102.158
1089,3014562.731
1090,3899477.684
1091,3756649.459
1092,3836334.074
1093,3621279.241
1094,3481327.075
1095,3150571.879
1096,3757199.843
1097,3570923.035
1098,3884853.839
1099,3469362.14
1100,4422512.759
1101,4342094.718
1102,3268346.171
1103,3776496.972
1104,3865889.787
1105,3545793.751
1106,3618355.734
1107,3434362.05
1108,3638173.226
1109,3874310.974
1110,3785383.923
1111,4079296.605
1112,3291340.122
1113,3504915.937
1114,3545702.273
1115,3777693.075
1116,4259743.374
1117,4016223.384
1118,4440555.626
1119,3504915.937
1120,3861717.867
1121,3049642.879
1122,3788058.563
1123,4972908.995
1124,4317642.719
1125,4343558.353
1126,4290043.147
1127,3545702.273
1128,3709264.392
1129,4837943.321
1130,3681451.145
1131,4367533.917
1132,3230750.272
1133,3713436.589
1134,4570257.247
1135,3268346.171
1136,3962126.2
1137,3874916.355
1138,3504915.937
1139,4058905.266
1140,4207808.889
1141,6083440.379
1142,4259978.212
1143,3724291.803
1144,3432965.86
1145,4173629.734
1146,3598785.942
1147,4207808.889
1148,3868988.194
1149,4915705.451
1150,4512443.411
1151,3230750.272
1152,4194531.516
1153,4197424.827
1154,3252213.482
1155,3230750.272
1156,3724291.803
1157,4450123.78
1158,4210430.471
1159,4413799.751
1160,4181730.075
1161,4337121.046
1162,4587822.344
1163,3468032.579
1164,4726147.236
1165,3268346.171
1166,4234391.91
1167,4025864.823
1168,3679158.927
1169,3545702.273
1170,3933086.159
1171,4101982.695
1172,3230750.272
1173,4758626.844
1174,3230750.272
1175,3620912.358
1176,3803290.061
1177,4594205.678
1178,4343803.925
1179,4999162.335
1180,5085682.005
1181,4206074.088
1182,4569145.183
1183,4393251.63
1184,3268346.171
1185,3504915.937
1186,3854621.857
1187,3230750.272
1188,4790763.635
1189,3680510.263
1190,4073162.727
1191,4735655.315
1192,4564889.018
1193,3049642.879
1194,4790763.635
1195,4555572.667
1196,3393476.335
1197,5237631.095
1198,3681451.145
1199,3200329.065
1200,5562666.928
1201,4006879.449
1202,3756649.459
1203,3270382.441
1204,3427820.148
1205,3545702.273
1206,3556785.455
1207,3409746.266
1208,4080525.716
1209,4099168.877
1210,4052015.995
1211,5150526.318
1212,3504915.937
1213,4267602.447
1214,3900474.542
1215,4139476.331
1216,3926911.864
1217,3635735.937
1218,3880977.089
1219,3924464.215
1220,3210923.065
1221,4028563.643
1222,4432023.628
1223,3983419.277
1224,3880977.089
1225,3713436.589
1226,3847883.618
1227,4934549.514
1228,3504915.937
1229,4230264.981
1230,3840166.23
1231,3883683.667
1232,3235967.155
1233,4481709.877
1234,4659785.256
1235,3681451.145
1236,3466971.312
1237,3230750.272
1238,4849403.873
1239,4075443.612
1240,4360104.775
1241,3973931.085
1242,4725017.552
1243,3900474.542
1244,4206074.088
1245,4447029.673
1246,3681451.145
1247,4641210.348
1248,3505784.623
1249,4197424.827
1250,3680510.263
1251,3660091.304
1252,4072713.387
1253,4400232.15
1254,3827397.383
1255,3393476.335
1256,4343682.421
1257,4303924.534
1258,3756649.459
1259,3638173.226
1260,3758695.767
1261,3710948.88
1262,5259450.343
1263,3534578.414
1264,3447114.28
1265,3049642.879
1266,3504915.937
1267,4075580.719
1268,3392178.2
1269,4020175.301
1270,3014562.731
1271,4066545.619
1272,4064291.735
1273,3230750.272
1274,3713436.589
1275,4099168.877
1276,3381991.831
1277,3620912.358
1278,3504915.937
1279,3230750.272
1280,4001026.394
1281,3800078.202
1282,3733312.847
1283,3270356.968
1284,4297958.121
1285,4241296.119
1286,3337673.084
1287,3824483.089
1288,4685016.611
1289,3724291.803
1290,3589289.645
1291,4028563.643
1292,5032103.738
1293,4140833.401
1294,4311035.37
1295,3997033.714
1296,3545702.273
1297,3601363.709
1298,4421699.286
1299,3270382.441
1300,3836334.074
1301,3270382.441
1302,4029562.114
1303,4231473.88
1304,4555039.924
1305,4218512.068
1306,3612477.489
1307,3855929.779
1308,4419747.33
1309,3268346.171
1310,3824888.496
1311,3921351.925
1312,4048771.013
1313,3729587.322
1314,4357011.38
1315,3884853.839
1316,3724291.803
1317,3956823.991
1318,4031341.746
1319,4013424.437
1320,4076808.71
1321,3381991.831
1322,3720899.296
1323,3268346.171
1324,3945863.952
1325,3169811.186
1326,4381489.295
1327,3913753.602
1328,3756649.459
1329,3916549.725
1330,3756649.459
1331,3230750.272
1332,4072713.387
1333,3665974.54
1334,3140919.496
1335,3971527.743
1336,3230750.272
1337,4181730.075
1338,3153719.019
1339,3421347.713
1340,3209899.44
1341,4659881.224
1342,4149717.034
1343,3337673.084
1344,5562666.928
1345,3230750.272
1346,3883683.667
1347,3610109.483
1348,4159406.317
1349,3405960.24
1350,4186118.884
1351,4470726.473
1352,4166047.725
1353,4272940.328
1354,4099168.877
1355,3724291.803
1356,3783078.793
1357,4104474.482
1358,4161890.368
1359,3230750.272
1360,3686512.662
1361,4569145.183
1362,3713436.589
1363,3975642.885
1364,3317277.467
1365,3610109.483
1366,4422829.644
1367,3945863.952
1368,4259743.374
1369,4912313.568
1370,3690711.533
1371,4235667.752
1372,5392935.716
1373,4905835.874
1374,3504915.937
1375,4578371.826
1376,3802318.04
1377,3504915.937
1378,4580132.75
1379,4280715.094
1380,4696342.763
1381,4589240.667
1382,3568238.648
1383,3545702.273
1384,3268346.171
1385,4633373.509
1386,3570923.035
1387,3071243.479
1388,4549007.207
1389,3545702.273
1390,3652119.946
1391,3049642.879
1392,2886085.387
1393,5009432.622
1394,3464949.813
1395,4062959.751
1396,3504915.937
1397,4936146.385
1398,3736428.873
1399,3978855.067
1400,4262608.886
1401,4433407.573
1402,4498916.405
1403,3612477.489
1404,2911966.177
1405,4105449.726
1406,3049642.879
1407,4239062.527
1408,4149141.704
1409,4795169.191
1410,4739657.932
1411,3636837.434
1412,3954066.441
1413,3549099.742
1414,3370746.449
1415,3841424.963
1416,4840467.737
1417,2900855.559
1418,3744484.394
1419,4028532.264
1420,5019420.617
1421,3571026.021
1422,3545702.273
1423,4371896.694
1424,3163515.569
1425,3546372.075
1426,3432965.86
1427,4052015.995
1428,3933086.159
1429,3230750.272
1430,4790763.635
1431,3230750.272
1432,3638173.226
1433,3504915.937
1434,3014562.731
1435,4080507.56
1436,4032448.147
1437,3379465.279
1438,3268346.171
1439,4735655.315
1440,3954066.441
1441,4234391.91
1442,3432965.86
1443,3972608.922
1444,4454727.785
1445,4374580.589
1446,4367533.917
1447,3663048.532
1448,3456234.419
1449,4375820.274
1450,4534931.465
1451,4139482.342
1452,3555529.895
1453,3159685.16
1454,5167437.391
1455,3680510.263
1456,4665659.138
1457,3436664.344
1458,4076453.702
1459,3681451.145
1460,3336707.641
1461,3959678.819
1462,4257543.65
1463,3679253.848
1464,3308439.536
1465,4794812.83
1466,4080112.305
1467,4893047.7
1468,3652119.946
1469,4159406.317
1470,4580132.75
1471,4368794.11
1472,5545218.239
1473,3014562.731
1474,3900474.542
1475,3653866.077
1476,5074245.114
1477,3803290.061
1478,4012215.538
1479,3578173.944
1480,4079256.856
1481,3504915.937
1482,3941851.763
1483,4247341.128
1484,4551269.82
1485,3827102.081
1486,3666707.591
1487,4670665.511
1488,4258919.145
1489,4237785.662
1490,3504915.937
1491,3147392.734
1492,3926911.864
1493,4184901.947
1494,5720631.899
1495,4790763.635
1496,5400578.585
1497,4750471.127
1498,3666707.591
1499,3613731.889
1500,3270382.441
1501,4750471.127
1502,4478172.164
1503,3803621.28
1504,4406561.157
1505,5219558.79
1506,3049642.879
1507,3625427.658
1508,3724291.803
1509,4058905.266
1510,3768117.809
1511,4052015.995
1512,4618165.509
1513,3758989.955
1514,4368794.11
1515,5138669.928
1516,4076808.71
1517,4744270.028
1518,4374764.384
1519,5322528.434
1520,4644410.934
1521,3829667.656
1522,4677658.813
1523,4099168.877
1524,4297958.121
1525,3900474.542
1526,5022864.569
1527,3679253.848
1528,3967257.877
1529,3917488.087
1530,3410809.956
1531,4104432.451
1532,3620912.358
1533,3620912.358
1534,3247252.7
1535,5562666.928
1536,4006879.449
1537,4665659.138
1538,3821420.322
1539,3713436.589
1540,3783078.793
1541,3824483.089
1542,4866090.885
1543,4419299.551
1544,5039219.297
1545,3701786.5
1546,3545702.273
1547,3049642.879
1548,4573650.971
1549,3545702.273
1550,4003853.409
1551,4368794.11
1552,3495325.228
1553,3545702.273
1554,3945863.952
1555,3875301.399
1556,3983419.277
1557,5320654.011
1558,3111188.166
1559,3504915.937
1560,4099168.877
1561,4551269.82
1562,3230750.272
1563,4399138.248
1564,3713436.589
1565,4322664.083
1566,3504915.937
1567,3493920.035
1568,3268346.171
1569,3653866.077
1570,3624529.326
1571,3624896.577
1572,4779752.845
1573,4025864.823
1574,3598783.56
1575,3610321.359
1576,4179234.183
1577,4007537.221
1578,3504915.937
1579,4545859.374
1580,3504915.937
1581,3800078.202
1582,4109550.704
1583,2865701.505
1584,4161890.368
1585,3783078.793
1586,3308439.536
1587,4494474.916
1588,3705328.973
1589,3900474.542
1590,3988994.855
1591,3049642.879
1592,4293898.597
1593,3724291.803
1594,4015924.912
1595,4347973.006
1596,3504915.937
1597,3545702.273
1598,3689470.564
1599,3378616.894
1600,4534931.465
1601,3504915.937
1602,4782292.291
1603,4210743.398
1604,4685016.611
1605,3570923.035
1606,3593841.696
1607,3531724.901
1608,4936335.011
1609,5135989.993
1610,4193616.311
1611,4214527.583
1612,3230750.272
1613,3545702.273
1614,4498916.405
1615,3924505.053
1616,3432965.86
1617,3640664.634
1618,3899233.059
1619,4085894.64
1620,4534931.465
1621,4253338.165
1622,3928585.703
1623,3827102.081
1624,3819635.526
1625,4272940.328
1626,4129845.643
1627,3270382.441
1628,4182740.871
1629,4820588.164
1630,3393476.335
1631,3900474.542
1632,4735655.315
1633,4739657.932
1634,3945863.952
1635,4032902.445
1636,4001026.394
1637,3783370.698
1638,3014562.731
1639,5046247.489
1640,3209905.715
1641,4032556.408
1642,4446160.154
1643,3884853.839
1644,3666707.591
1645,3900474.542
1646,3785938.517
1647,3434362.05
1648,3381991.831
1649,3652119.946
1650,3394856.465
1651,4029562.114
1652,3014562.731
1653,5051477.59
1654,3165590.637
1655,3844299.31
1656,3783370.698
1657,3638173.226
1658,3916549.725
1659,3756649.459
1660,4687291.587
1661,4186118.884
1662,3840166.23
1663,3610109.483
